"CODUSU";"NRO_HOGAR";"ANO4";"TRIMESTRE";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"PONDIH";"DECCFR";"DECIFR";"REALIZADA";"II1";"II2";"II7";"II8";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"IPCF"
"TQRMNOPQYHKOKTCDEHGHJ00151794";1;2004;3;44;"N";0;109;182;"8";"7";1;5;1;1;1;3;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1140;570
"TQSMNOPQYHKOKTCDEHGHJ00151795";1;2004;3;44;"N";0;109;167;"6";"7";1;1;1;6;1;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;1140;380
"TQRMNORQYHLOKUCDEHGHJ00018819";2;2004;3;44;"N";0;115;83;"00";"00";1;3;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;0;0
"TQRMNOQYXHLMKOCDEHGHJ00018774";1;2004;3;44;"N";0;99;138;"8";"7";1;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1200;600
"TQRMNOPYRHMMLRCDEHGHJ00010698";1;2004;3;44;"N";0;96;69;"4";"5";1;4;3;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;800;200
"TQRMNOQPQHKNKMCDEHGHJ00151778";1;2004;3;44;"N";0;97;178;"8";"9";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;2000;500
"TQRMNORQUHLOKUCDEHGHJ00018818";1;2004;3;44;"N";0;115;158;"2";"3";1;1;1;4;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;500;100
"TQRMNORPSHLOKUCDEHGHJ00148427";1;2004;3;44;"N";0;115;0;"12";"12";1;1;1;3;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOPQPHLOKUCDEHGHJ00018816";1;2004;3;44;"N";0;115;0;"12";"12";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOQTPHLOKUCDEHGHJ00018817";1;2004;3;44;"N";0;115;121;"4";"6";1;2;2;1;1;1;1;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;5;0;5;950;190
"TQRMNOPXXHIPKRCDEGKDB00016832";1;2004;3;43;"N";0;160;201;"2";"2";1;3;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;350;87.5
"TQRMNOQWVHIPKRCDEGKDB00016834";1;2004;3;43;"N";0;160;137;"1";"1";1;1;1;6;3;4;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;3;1;125;31.25
"TQRMNOPXWHIMLLCDEGKDB00151359";1;2004;3;43;"N";0;134;166;"5";"1";1;1;1;1;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;250;250
"TQRMNOPQSHIMLLCDEGKDB00151357";1;2004;3;43;"N";0;134;160;"7";"9";1;6;4;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;1;3;1820;455
"TQRMNOPVTHIMLLCDEGKDB00151358";1;2004;3;43;"N";0;134;188;"2";"1";1;4;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;250;83.33
"TQRMNOPRRHIPKRCDEGKDB00016831";1;2004;3;43;"N";0;160;140;"3";"4";1;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;630;157.5
"TQRMNOPRRHIPKRCDEGKDB00016831";2;2004;3;43;"N";0;160;166;"3";"3";1;1;1;6;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;525;175
"TQRMNOPRQHIOLOCDEGKDB00147246";1;2004;3;43;"N";0;141;125;"1";"2";1;5;3;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;300;60
"TQRMNOPXWHIOLOCDEGKDB00151376";1;2004;3;43;"N";0;141;174;"2";"4";1;1;1;6;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;5;2;600;85.71
"TQRMNOPPWHIKKPCDEGKDB00006822";1;2004;3;43;"N";0;130;183;"9";"8";1;3;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;0;2;1400;700
"TQRMNOPUSHIKKPCDEGKDB00006824";1;2004;3;43;"N";0;130;161;"7";"7";1;5;2;1;2;1;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;3;1;2;1263;421
"TQRMNOPWRHIKKPCDEGKDB00006825";1;2004;3;43;"N";0;130;130;"10";"10";1;5;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;7000;1166.67
"TQRMNOPYWHIKKPCDEGKDB00006826";1;2004;3;43;"N";0;130;141;"9";"10";1;4;3;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;2970;742.5
"TQRMNOPTVHIOLOCDEGKDB00147247";1;2004;3;43;"N";0;141;145;"00";"00";1;3;1;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOQTYHIOLOCDEGKDB00147248";1;2004;3;43;"N";0;141;198;"6";"8";1;3;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;1550;310
"TQRMNOPPWHKNKRCDEGKDB00151400";1;2004;3;43;"N";0;152;243;"2";"3";1;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;500;125
"TQRMNOPSWHKNKRCDEGKDB00151401";1;2004;3;43;"N";0;152;229;"6";"6";1;3;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1000;333.33
"TQRMNOPYVHKNKRCDEGKDB00151403";1;2004;3;43;"N";0;152;184;"00";"00";1;2;1;3;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOPVVHKNKRCDEGKDB00151402";1;2004;3;43;"N";0;152;261;"9";"10";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;3000;750
"TQRMNOQRTHKNKRCDEGKDB00151404";1;2004;3;43;"N";0;152;295;"1";"2";1;2;2;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;8;2;6;375;46.88
"TQRMNOPSUHIKKQCDEGKDB00147201";1;2004;3;43;"N";0;132;132;"6";"2";1;4;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;380;380
"TQRMNOPXPHIKKQCDEGKDB00147202";1;2004;3;43;"N";0;132;129;"9";"5";1;3;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;750;750
"TQRMNOQQQHIKKQCDEGKDB00147204";1;2004;3;43;"N";0;132;173;"10";"10";1;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2600;1300
"TQRMNOPYRHIKKQCDEGKDB00151344";1;2004;3;43;"N";0;132;198;"8";"8";1;7;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1700;566.67
"TQRMNOPTYHIPLOCDEGKDB00151389";1;2004;3;43;"N";0;114;136;"4";"3";1;3;1;1;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;400;200
"TQRMNOPQRHIPLOCDEGKDB00151387";1;2004;3;43;"N";0;114;166;"6";"7";1;3;3;1;2;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1200;300
"TQRMNOPXWHIPLOCDEGKDB00151390";1;2004;3;43;"N";0;114;133;"00";"00";1;2;1;1;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOPSPHIPLOCDEGKDB00151388";1;2004;3;43;"N";0;114;129;"2";"2";1;2;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;300;100
"TQRMNOQVPHINKPCDEGKDB00006897";2;2004;3;43;"N";0;159;219;"8";"9";1;4;2;1;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;2200;550
"TQRMNOPWUHINKPCDEGKDB00006895";1;2004;3;43;"N";0;159;236;"3";"6";1;6;4;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;5;1000;142.86
"TQRMNOPSVHINKPCDEGKDB00006894";1;2004;3;43;"N";0;159;223;"1";"2";1;1;1;6;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;4;1;350;70
"TQRMNOPSVHINKPCDEGKDB00006894";2;2004;3;43;"N";0;159;257;"4";"5";1;1;1;6;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;840;210
"TQRMNOPSTHIKKPCDEGKDB00006823";1;2004;3;43;"N";0;130;130;"6";"2";1;2;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;370;370
"TQRMNOQQQHINKPCDEGKDB00006896";1;2004;3;43;"N";0;159;259;"5";"3";1;2;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;500;250
"TQRMNOQTYHIMKUCDEGKDB00147220";1;2004;3;43;"N";0;159;185;"00";"00";1;1;1;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOPTXHIMKUCDEGKDB00147217";1;2004;3;43;"N";0;159;172;"00";"00";1;3;1;6;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOPSUHIOKMCDEGKDB00147231";1;2004;3;43;"N";0;99;97;"7";"3";1;2;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;450;450
"TQRMNOPYUHIOKMCDEGKDB00147234";1;2004;3;43;"N";0;99;107;"8";"9";1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1950;650
"TQRMNOPRSHIOKMCDEGKDB00147230";1;2004;3;43;"N";0;99;63;"1";"1";1;2;2;6;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;1;2;2;2;5;0;5;50;10
"TQRMNOPWTHIOKMCDEGKDB00147233";1;2004;3;43;"N";0;99;101;"1";"2";1;3;3;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;375;75
"TQRMNOPUSHIOKMCDEGKDB00147232";2;2004;3;43;"N";0;99;131;"4";"5";1;4;2;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;4;2;2;835;208.75
"TQRMNOQQPHIKKQCDEGKDB00147203";1;2004;3;43;"N";0;132;207;"6";"7";1;4;2;1;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1050;350
"TQRMNOPQVHIPLMCDEGKDB00006977";1;2004;3;43;"N";0;119;140;"1";"3";1;2;2;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;4;3;500;71.43
"TQRMNOPWVHIPLMCDEGKDB00006979";1;2004;3;43;"N";0;119;106;"1";"2";1;4;3;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;325;65
"TQRMNOPYWHIPLMCDEGKDB00006980";1;2004;3;43;"N";0;119;164;"1";"1";1;2;2;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;100;33.33
"TQRMNOQQQHIPLMCDEGKDB00006981";1;2004;3;43;"N";0;119;123;"3";"3";1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;450;150
"TQRMNOPQUHLOLMCDEGKDB00016876";1;2004;3;43;"N";0;102;126;"2";"2";1;2;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;340;113.33
"TQRMNOPSUHLOLMCDEGKDB00016877";2;2004;3;43;"N";0;102;135;"1";"1";1;2;1;3;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;1;2;225;75
"TQRMNOPYTHLOLMCDEGKDB00016880";1;2004;3;43;"N";0;102;111;"3";"3";1;2;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;450;150
"TQRMNOPWTHLOLMCDEGKDB00016879";1;2004;3;43;"N";0;102;150;"4";"5";1;3;3;8;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;4;0;4;840;210
"TQRMNOQPRHIMKUCDEGKDB00147218";1;2004;3;43;"N";0;159;250;"4";"4";1;3;2;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;600;200
"TQRMNOQXUHINKPCDEGKDB00006898";1;2004;3;43;"N";0;159;245;"3";"3";1;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;500;166.67
"TQRMNOPPSHMOKPCDEGKDB00007073";1;2004;3;43;"N";0;129;188;"3";"7";1;5;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;0;7;1090;155.71
"TQRMNOPWYHMOKPCDEGKDB00007076";1;2004;3;43;"N";0;129;147;"3";"2";1;4;2;6;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;290;145
"TQRMNOPRXHMOKPCDEGKDB00007074";1;2004;3;43;"N";0;129;146;"4";"3";1;2;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;450;225
"TQRMNOPUTHMOKPCDEGKDB00007075";1;2004;3;43;"N";0;129;150;"8";"6";1;4;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1010;505
"TQRMNOPUTHLMLMCDEGKDB00016859";1;2004;3;43;"N";0;128;183;"5";"4";1;3;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;590;295
"TQRMNOPWTHLMLMCDEGKDB00016860";1;2004;3;43;"N";0;128;112;"1";"3";1;2;1;6;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;6;2;4;490;81.67
"TQRMNOPSTHLMLMCDEGKDB00016858";1;2004;3;43;"N";0;128;0;"12";"12";1;5;3;3;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;0
"TQRMNOPWYHKPKMCDEGKDB00151413";1;2004;3;43;"N";0;120;0;"12";"12";1;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;0
"TQRMNOPTRHKPKMCDEGKDB00151411";1;2004;3;43;"N";0;120;141;"9";"10";1;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;2800;933.33
"TQRMNOPRSHKPKMCDEGKDB00151410";1;2004;3;43;"N";0;120;115;"1";"3";1;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;3;4;480;68.57
"TQRMNOPTSHLMKOCDEGKDB00016854";1;2004;3;43;"N";0;137;199;"2";"4";1;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;4;2;600;100
"TQRMNOQRXHLMKOCDEGKDB00016857";1;2004;3;43;"N";0;137;205;"8";"4";1;4;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600;600
"TQRMNOPWQHLMKOCDEGKDB00016855";2;2004;3;43;"N";0;137;139;"6";"4";1;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;600;300
"TQRMNOPVRHIPLNCDEGKDB00151386";1;2004;3;43;"N";0;115;147;"2";"2";1;1;1;1;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;300;100
"TQRMNOQQXHIPLNCDEGKDB00147265";1;2004;3;43;"N";0;115;147;"4";"4";1;2;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;580;193.33
"TQRMNOPYPHIPLNCDEGKDB00147263";1;2004;3;43;"N";0;115;137;"1";"2";1;2;2;6;3;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;275;68.75
"TQSMNOPYPHIPLNCDEGKDB00147264";1;2004;3;43;"N";0;115;97;"1";"2";1;2;2;6;2;3;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;5;320;45.71
"TQRMNOPSWHIPLNCDEGKDB00147262";1;2004;3;43;"N";0;115;197;"1";"2";1;4;3;1;2;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;10;2;8;290;29
"TQRMNOPQXHLPLTCDEGKDB00016895";1;2004;3;43;"N";0;132;126;"3";"3";1;2;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;3;0;3;430;143.33
"TQRMNOPVPHKPKMCDEGKDB00151412";1;2004;3;43;"N";0;120;131;"1";"1";1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;4;3;1;150;37.5
"TQRMNOQQTHLPLTCDEGKDB00016898";1;2004;3;43;"N";0;132;154;"1";"2";1;1;1;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;3;3;385;64.17
"TQRMNOPVVHLPLTCDEGKDB00016896";1;2004;3;43;"N";0;132;136;"1";"2";1;2;2;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;5;375;53.57
"TQRMNOPPUHKPKMCDEGKDB00151409";1;2004;3;43;"N";0;120;140;"2";"4";1;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;7;1;6;670;95.71
"TQRMNOPRPHKOLLCDEGKDB00151405";1;2004;3;43;"N";0;110;116;"5";"6";1;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1000;250
"TQRMNOPWXHKOLLCDEGKDB00151408";1;2004;3;43;"N";0;110;120;"5";"4";1;2;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;569;284.5
"TQRMNOPSYHKOLLCDEGKDB00151406";1;2004;3;43;"N";0;110;118;"3";"3";1;6;2;1;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;1;2;2;2;3;0;3;500;166.67
"TQRMNOPYTHLMLMCDEGKDB00016861";1;2004;3;43;"N";0;128;158;"10";"7";1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1270;1270
"TQRMNOPUYHKOLLCDEGKDB00151407";1;2004;3;43;"N";0;110;0;"12";"12";1;4;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOPWSHMLKOCDEGKDB00007068";1;2004;3;43;"N";0;125;142;"3";"6";1;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;1;4;880;176
"TQRMNOPUUHMLKOCDEGKDB00007067";1;2004;3;43;"N";0;125;170;"9";"8";1;4;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1500;750
"TQRMNOPQYHMLKOCDEGKDB00007066";1;2004;3;43;"N";0;125;175;"6";"6";1;3;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;950;316.67
"TQRMNOPPRHMLKOCDEGKDB00007065";1;2004;3;43;"N";0;125;103;"3";"6";1;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0;6;1000;166.67
"TQRMNOQRWHIMKUCDEGKDB00147219";1;2004;3;43;"N";0;159;191;"00";"00";1;1;1;3;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOPYPHLPLTCDEGKDB00016897";1;2004;3;43;"N";0;132;177;"5";"3";1;1;1;6;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;498;249
"TQRMNOPYYHLMKOCDEGKDB00016856";2;2004;3;43;"N";0;137;167;"9";"5";1;5;1;6;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;700;700
"TQRMNORXWHJLKOCDEIKAH00153522";1;2004;3;43;"S";34;285;453;"5";"6";1;2;1;3;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;856;285.33
"TQRMNOSPUHJLKOCDEIKAH00153523";1;2004;3;43;"S";34;285;365;"8";"4";1;2;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;600;600
"TQRMNORVVHJLKOCDEIKAH00153521";1;2004;3;43;"S";34;285;365;"10";"9";1;2;1;3;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;1875;1875
"TQRMNOPXTHJLKOCDEIKAH00153519";1;2004;3;43;"S";34;285;337;"6";"2";1;1;1;3;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;320;320
"TQRMNORPWHJLKOCDEIKAH00153520";1;2004;3;43;"S";34;285;318;"00";"00";1;4;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOSRUHJLKQCDEIKAH00003716";1;2004;3;43;"S";34;284;382;"6";"5";1;2;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;750;375
"TQRMNORYPHJLKQCDEIKAH00003715";1;2004;3;43;"S";34;284;0;"12";"12";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;0;6;0;0
"TQRMNOQWWHJLKQCDEIKAH00003711";1;2004;3;43;"S";34;284;452;"10";"10";1;6;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;7950;1987.5
"TQRMNORUPHJNLQCDEIKAH00146287";1;2004;3;43;"S";34;251;344;"00";"00";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;0
"TQRMNOSXYHJNLQCDEIKAH00146290";1;2004;3;43;"S";34;251;0;"12";"12";1;5;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOPYYHJNLQCDEIKAH00146285";1;2004;3;43;"S";34;251;0;"12";"12";1;3;2;4;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOTUWHJNLQCDEIKAH00146291";1;2004;3;43;"S";34;251;0;"12";"12";1;4;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;0
"TQRMNOPPVHJNLQCDEIKAH00146284";1;2004;3;43;"S";34;251;0;"12";"12";1;3;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;0;0
"TQRMNOTVPHJNLQCDEIKAH00146292";1;2004;3;43;"S";34;251;378;"8";"9";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;4;1;3;2200;550
"TQRMNORPXHJNLQCDEIKAH00146286";1;2004;3;43;"S";34;251;0;"12";"12";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;0;0
"TQRMNOSTPHJNLQCDEIKAH00146289";1;2004;3;43;"S";34;251;0;"12";"12";1;2;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;4;2;2;0;0
"TQRMNOTXQHJMLNCDEIKAH00153557";1;2004;3;43;"S";34;314;0;"12";"12";1;5;3;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;0;0
"TQRMNOPTRHJMKOCDEIKAH00146202";1;2004;3;43;"S";34;286;481;"8";"8";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1640;546.67
"TQRMNOPYYHJMKOCDEIKAH00146203";1;2004;3;43;"S";34;286;0;"12";"12";1;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOQTXHJMKOCDEIKAH00146204";1;2004;3;43;"S";34;286;0;"12";"12";1;2;2;3;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;6;2;4;0;0
