"CODUSU";"NRO_HOGAR";"ANO4";"TRIMESTRE";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"PONDIH";"DECCFR";"DECIFR";"REALIZADA";"II1";"II2";"II7";"II8";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"IPCF"
"TQRMNORUSHKNKQCDEFLID00150297";1;2004;3;43;"N";0;262;655;"5";"5";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;3;0;3;730;243.33
"TQRMNORTYHJKKMCDEFLID00148731";1;2004;3;43;"N";0;371;0;"12";"12";1;6;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;0;5;0;0
"TQRMNORQTHKNKQCDEFLID00150296";1;2004;3;43;"N";0;262;467;"6";"8";1;5;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1440;360
"TQRMNOPTRHKNKQCDEFLID00150293";1;2004;3;43;"N";0;262;413;"3";"2";1;2;2;1;1;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;300;150
"TQRMNOQSQHKNKQCDEFLID00150294";1;2004;3;43;"N";0;262;540;"6";"4";1;3;1;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;670;335
"TQRMNOQXRHLLKSCDEFLID00148841";2;2004;3;43;"N";0;297;541;"7";"2";1;3;1;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;1;0;1;400;400
"TQRMNORXWHLLKSCDEFLID00019353";1;2004;3;43;"N";0;297;370;"1";"3";1;3;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;4;2;500;83.33
"TQRMNOQVRHMMLLCDEFLID00011773";1;2004;3;43;"N";0;314;0;"12";"12";1;6;4;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;0;7;0;0
"TQRMNOSVPHMMLLCDEFLID00011776";1;2004;3;43;"N";0;314;0;"12";"12";1;4;3;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;5;0;5;0;0
"TQRMNOPYVHMMLLCDEFLID00011772";1;2004;3;43;"N";0;314;524;"7";"9";1;4;2;5;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;5;0;5;2400;480
"TQRMNORYWHMMLLCDEFLID00011775";1;2004;3;43;"N";0;314;603;"9";"10";1;5;4;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;1;3;2700;675
"TQRMNORSRHMMLLCDEFLID00011774";1;2004;3;43;"N";0;314;548;"5";"3";1;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;525;262.5
"TQRMNOSQPHMMMNCDEFLID00011790";1;2004;3;43;"N";0;289;0;"12";"12";1;2;2;1;1;1;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;9;5;4;0;0
"TQRMNOQWYHMNKOCDEFLID00011798";1;2004;3;43;"N";0;307;0;"12";"12";1;4;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOPSVHLLKSCDEFLID00019350";1;2004;3;43;"N";0;297;600;"7";"9";1;3;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;2500;500
"TQRMNORSQHLLKSCDEFLID00019352";1;2004;3;43;"N";0;297;0;"12";"12";1;9;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNORVPHMMMNCDEFLID00011789";1;2004;3;43;"N";0;289;369;"2";"3";1;3;1;1;1;1;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;1;3;480;120
"TQRMNOPYVHMMMNCDEFLID00011787";1;2004;3;43;"N";0;289;0;"12";"12";1;2;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOPTUHMMMNCDEFLID00011786";1;2004;3;43;"N";0;289;555;"10";"10";1;2;2;3;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;0;2;4000;2000
"TQRMNOQUQHMMMNCDEFLID00011788";1;2004;3;43;"N";0;289;369;"10";"10";1;2;1;1;1;1;2;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;4240;4240
