"articulo"|"division"|"grupo"|"clase"|"subclase"|"articulo_desc"|"division_desc"|"grupo_desc"|"clase_desc"|"subclase_desc"
"A0512101"|"A05"|"A051"|"A0512"|"A05121"|"Alfombras (excluye moquete)"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"MUEBLES, ACCESORIOS, ALFOMBRAS Y OTROS MATERIALES PARA PISOS"|"Alfombras y otros materiales para pisos"|"Alfombras "
"A0512102"|"A05"|"A051"|"A0512"|"A05121"|"Felpudos, alfombritas"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"MUEBLES, ACCESORIOS, ALFOMBRAS Y OTROS MATERIALES PARA PISOS"|"Alfombras y otros materiales para pisos"|"Alfombras "
"A0513101"|"A05"|"A051"|"A0513"|"A05131"|"Reparación y limpieza de muebles"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"MUEBLES, ACCESORIOS, ALFOMBRAS Y OTROS MATERIALES PARA PISOS"|"Reparación de muebles, accesorios y materiales para pisos"|"Reparación de muebles, accesorios y materiales para pisos"
"A0513102"|"A05"|"A051"|"A0513"|"A05131"|"Reparación y limpieza de accesorios para el hogar"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"MUEBLES, ACCESORIOS, ALFOMBRAS Y OTROS MATERIALES PARA PISOS"|"Reparación de muebles, accesorios y materiales para pisos"|"Reparación de muebles, accesorios y materiales para pisos"
"A0513103"|"A05"|"A051"|"A0513"|"A05131"|"Reparación de alfombras"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"MUEBLES, ACCESORIOS, ALFOMBRAS Y OTROS MATERIALES PARA PISOS"|"Reparación de muebles, accesorios y materiales para pisos"|"Reparación de muebles, accesorios y materiales para pisos"
"A0521101"|"A05"|"A052"|"A0521"|"A05211"|"Almohadas y almohadones"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"PRODUCTOS TEXTILES PARA EL HOGAR"|"Productos textiles para el hogar"|"Ropa de cama (incluye almohada)"
"A0521102"|"A05"|"A052"|"A0521"|"A05211"|"Colchas, acolchados, cubrecamas"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"PRODUCTOS TEXTILES PARA EL HOGAR"|"Productos textiles para el hogar"|"Ropa de cama (incluye almohada)"
"A0521103"|"A05"|"A052"|"A0521"|"A05211"|"Frazadas, mantas"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"PRODUCTOS TEXTILES PARA EL HOGAR"|"Productos textiles para el hogar"|"Ropa de cama (incluye almohada)"
"A0521104"|"A05"|"A052"|"A0521"|"A05211"|"Sabanas, fundas"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"PRODUCTOS TEXTILES PARA EL HOGAR"|"Productos textiles para el hogar"|"Ropa de cama (incluye almohada)"
"A0521201"|"A05"|"A052"|"A0521"|"A05212"|"Cortinas"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"PRODUCTOS TEXTILES PARA EL HOGAR"|"Productos textiles para el hogar"|"Otros artículos textiles para el hogar (cortinas y otros)"
"A0521202"|"A05"|"A052"|"A0521"|"A05212"|"Manteles incluidos individuales"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"PRODUCTOS TEXTILES PARA EL HOGAR"|"Productos textiles para el hogar"|"Otros artículos textiles para el hogar (cortinas y otros)"
"A0521203"|"A05"|"A052"|"A0521"|"A05212"|"Repasadores/servilletas"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"PRODUCTOS TEXTILES PARA EL HOGAR"|"Productos textiles para el hogar"|"Otros artículos textiles para el hogar (cortinas y otros)"
"A0521204"|"A05"|"A052"|"A0521"|"A05212"|"Telas para confeccionar sábanas, manteles, toallas, servilletas, etc."|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"PRODUCTOS TEXTILES PARA EL HOGAR"|"Productos textiles para el hogar"|"Otros artículos textiles para el hogar (cortinas y otros)"
"A0521205"|"A05"|"A052"|"A0521"|"A05212"|"Toallas, toallones"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"PRODUCTOS TEXTILES PARA EL HOGAR"|"Productos textiles para el hogar"|"Otros artículos textiles para el hogar (cortinas y otros)"
"A0521206"|"A05"|"A052"|"A0521"|"A05212"|"Otros artículos de blanco y mantelería"|"EQUIPAMIENTO Y MANTENIMIENTO DEL HOGAR"|"PRODUCTOS TEXTILES PARA EL HOGAR"|"Productos textiles para el hogar"|"Otros artículos textiles para el hogar (cortinas y otros)"
