"articulo"|"division"|"grupo"|"clase"|"subclase"|"articulo_desc"|"division_desc"|"grupo_desc"|"clase_desc"|"subclase_desc"
"A0934101"|"A09"|"A093"|"A0934"|"A09341"|"Compra de mascota"|"RECREACIÓN Y CULTURA"|"OTROS ARTÍCULOS PARA LA RECREACIÓN, JARDINES Y ANIMALES DOMÉSTICOS"|"Animales domésticos y productos conexos"|"Mascota, servicios veterinarios y productos conexos."
"A0934102"|"A09"|"A093"|"A0934"|"A09341"|"Alimento para mascota"|"RECREACIÓN Y CULTURA"|"OTROS ARTÍCULOS PARA LA RECREACIÓN, JARDINES Y ANIMALES DOMÉSTICOS"|"Animales domésticos y productos conexos"|"Mascota, servicios veterinarios y productos conexos."
"A0934103"|"A09"|"A093"|"A0934"|"A09341"|"Artículos relativos a mascotas"|"RECREACIÓN Y CULTURA"|"OTROS ARTÍCULOS PARA LA RECREACIÓN, JARDINES Y ANIMALES DOMÉSTICOS"|"Animales domésticos y productos conexos"|"Mascota, servicios veterinarios y productos conexos."
"A0935101"|"A09"|"A093"|"A0935"|"A09351"|"Servicios veterinarios (consultas, vacunas, internación, etc.)"|"RECREACIÓN Y CULTURA"|"OTROS ARTÍCULOS PARA LA RECREACIÓN, JARDINES Y ANIMALES DOMÉSTICOS"|"Servicios de veterinaria y de otro tipo para animales domésticos"|"Mascota, servicios veterinarios y productos conexos."
"A0935102"|"A09"|"A093"|"A0935"|"A09351"|"Otros servicios para mascotas (paseador de perros, peluquería, educación, alojamiento, etc.)"|"RECREACIÓN Y CULTURA"|"OTROS ARTÍCULOS PARA LA RECREACIÓN, JARDINES Y ANIMALES DOMÉSTICOS"|"Servicios de veterinaria y de otro tipo para animales domésticos"|"Mascota, servicios veterinarios y productos conexos."
"A0941101"|"A09"|"A094"|"A0941"|"A09411"|"Alquiler de equipos y accesorios para deportes: aeroplanos, botes, caballos, de equipo de esquí y campamento, etc."|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios recreativos y deportivos"|"Servicios recreativos y deportivos"
"A0941102"|"A09"|"A094"|"A0941"|"A09411"|"Alquiler de cancha de fútbol, tenis, paddle"|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios recreativos y deportivos"|"Servicios recreativos y deportivos"
"A0941103"|"A09"|"A094"|"A0941"|"A09411"|"Colonia de vacaciones"|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios recreativos y deportivos"|"Servicios recreativos y deportivos"
"A0941104"|"A09"|"A094"|"A0941"|"A09411"|"Cuota de club deportivo y sus actividades (pileta, tenis, etc.)"|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios recreativos y deportivos"|"Servicios recreativos y deportivos"
"A0941105"|"A09"|"A094"|"A0941"|"A09411"|"Cuota de gimnasio"|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios recreativos y deportivos"|"Servicios recreativos y deportivos"
"A0941106"|"A09"|"A094"|"A0941"|"A09411"|"Entrada a espectáculos deportivos: fútbol, tenis, hipódromo, etc."|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios recreativos y deportivos"|"Servicios recreativos y deportivos"
"A0941107"|"A09"|"A094"|"A0941"|"A09411"|"Fichas y tarjetas para juegos"|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios recreativos y deportivos"|"Servicios recreativos y deportivos"
"A0941108"|"A09"|"A094"|"A0941"|"A09411"|"Lecciones en grupo o individual: esquí, natación, equitación, baile (tango), etc.  Escuela de fútbol"|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios recreativos y deportivos"|"Servicios recreativos y deportivos"
"A0941109"|"A09"|"A094"|"A0941"|"A09411"|"Otros servicios deportivos: guías, guardarropa, inscripción para competencia, pista de esquí, aerosilla, etc."|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios recreativos y deportivos"|"Servicios recreativos y deportivos"
"A0941110"|"A09"|"A094"|"A0941"|"A09411"|"Alquiler de calzado para deportes: botas de esquí, botines de futbol, zapatos de golf, patines, etc."|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios recreativos y deportivos"|"Servicios recreativos y deportivos"
"A0941111"|"A09"|"A094"|"A0941"|"A09411"|"Enseñanza artística (danzas, guitarra, pintura, canto, etc.)"|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios recreativos y deportivos"|"Servicios recreativos y deportivos"
"A0942101"|"A09"|"A094"|"A0942"|"A09421"|"Televisión por cable o satelital"|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios culturales"|"Cines, teatros, conciertos, variedades de espectáculos de sonidos y luces"
"A0942102"|"A09"|"A094"|"A0942"|"A09421"|"Alquiler de películas de video, DVD, video juegos"|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios culturales"|"Cines, teatros, conciertos, variedades de espectáculos de sonidos y luces"
"A0942103"|"A09"|"A094"|"A0942"|"A09421"|"Revelado y copia de películas fotográficas"|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios culturales"|"Cines, teatros, conciertos, variedades de espectáculos de sonidos y luces"
"A0942104"|"A09"|"A094"|"A0942"|"A09421"|"Fotografías (foto carnet, foto escolar)"|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios culturales"|"Cines, teatros, conciertos, variedades de espectáculos de sonidos y luces"
"A0942105"|"A09"|"A094"|"A0942"|"A09421"|"Alquiler de equipos de televisión, video, etc."|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios culturales"|"Cines, teatros, conciertos, variedades de espectáculos de sonidos y luces"
"A0942106"|"A09"|"A094"|"A0942"|"A09421"|"Café concert, baile"|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios culturales"|"Cines, teatros, conciertos, variedades de espectáculos de sonidos y luces"
"A0942107"|"A09"|"A094"|"A0942"|"A09421"|"Cine"|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios culturales"|"Cines, teatros, conciertos, variedades de espectáculos de sonidos y luces"
"A0942108"|"A09"|"A094"|"A0942"|"A09421"|"Parque de diversiones, circo, zoológico, centro recreativo, exposiciones"|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios culturales"|"Cines, teatros, conciertos, variedades de espectáculos de sonidos y luces"
"A0942109"|"A09"|"A094"|"A0942"|"A09421"|"Teatro, concierto"|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios culturales"|"Cines, teatros, conciertos, variedades de espectáculos de sonidos y luces"
"A0942110"|"A09"|"A094"|"A0942"|"A09421"|"Otros servicios recreativos y culturales"|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios culturales"|"Cines, teatros, conciertos, variedades de espectáculos de sonidos y luces"
"A0942111"|"A09"|"A094"|"A0942"|"A09421"|"Servicios de transmisión continua de videos, música, películas por Internet (streaming)"|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios culturales"|"Cines, teatros, conciertos, variedades de espectáculos de sonidos y luces"
"A0942112"|"A09"|"A094"|"A0942"|"A09421"|"Fiesta (salón, orquesta, animación, cotillón, fotografía, filmación, comida, bebida, arreglos florales, etc.)"|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Servicios culturales"|"Cines, teatros, conciertos, variedades de espectáculos de sonidos y luces"
"A0943101"|"A09"|"A094"|"A0943"|"A09431"|"Prode, lotería, quiniela, rifa, casino, carreras de caballos"|"RECREACIÓN Y CULTURA"|"SERVICIOS RECREATIVOS Y CULTURALES"|"Juegos de azar"|"Juegos de azar"
"A0951101"|"A09"|"A095"|"A0951"|"A09511"|"Diccionarios, enciclopedias, atlas"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Libros"|"Libros no escolares"
"A0951102"|"A09"|"A095"|"A0951"|"A09511"|"Libros infantiles"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Libros"|"Libros no escolares"
"A0951103"|"A09"|"A095"|"A0951"|"A09511"|"Novelas, ensayos, cuentos y poesías"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Libros"|"Libros no escolares"
"A0951104"|"A09"|"A095"|"A0951"|"A09511"|"Libro digital (Ebook)"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Libros"|"Libros no escolares"
"A0951105"|"A09"|"A095"|"A0951"|"A09511"|"Otros libros (excluidos los textos educativos)"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Libros"|"Libros no escolares"
"A0951201"|"A09"|"A095"|"A0951"|"A09512"|"Textos primarios"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Libros"|"Libros escolares"
"A0951202"|"A09"|"A095"|"A0951"|"A09512"|"Textos secundarios"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Libros"|"Libros escolares"
"A0951203"|"A09"|"A095"|"A0951"|"A09512"|"Textos universitarios y de formación profesional"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Libros"|"Libros escolares"
"A0951204"|"A09"|"A095"|"A0951"|"A09512"|"Otros textos educativos (trabajos prácticos, apuntes, etc.)"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Libros"|"Libros escolares"
"A0952101"|"A09"|"A095"|"A0952"|"A09521"|"Diarios y periódicos"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Diarios y periódicos"|"Diarios y periódicos"
"A0952102"|"A09"|"A095"|"A0952"|"A09521"|"Revistas no profesionales"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Diarios y periódicos"|"Diarios y periódicos"
"A0952103"|"A09"|"A095"|"A0952"|"A09521"|"Revistas profesionales"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Diarios y periódicos"|"Diarios y periódicos"
"A0952104"|"A09"|"A095"|"A0952"|"A09521"|"Suscripción a diarios y periódicos"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Diarios y periódicos"|"Diarios y periódicos"
"A0952105"|"A09"|"A095"|"A0952"|"A09521"|"Suscripción a revistas no profesionales"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Diarios y periódicos"|"Diarios y periódicos"
"A0952106"|"A09"|"A095"|"A0952"|"A09521"|"Suscripción a revistas profesionales"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Diarios y periódicos"|"Diarios y periódicos"
"A0953101"|"A09"|"A095"|"A0953"|"A09531"|"Tarjetas y calendarios"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Material impreso diverso"|"Materiales impresos diversos"
"A0953102"|"A09"|"A095"|"A0953"|"A09531"|"Mapas y planos carreteros, globos terráqueos, mapas de pared, guías turísticas y de calles"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Material impreso diverso"|"Materiales impresos diversos"
"A0953103"|"A09"|"A095"|"A0953"|"A09531"|"Otros materiales impresos diversos: posters"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Material impreso diverso"|"Materiales impresos diversos"
"A0954101"|"A09"|"A095"|"A0954"|"A09541"|"Cuota de materiales"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Papel, útiles de oficina y materiales de dibujo"|"Papel, útiles de oficina y materiales de dibujo"
"A0954102"|"A09"|"A095"|"A0954"|"A09541"|"Adhesivos escolares para actividades educativas"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Papel, útiles de oficina y materiales de dibujo"|"Papel, útiles de oficina y materiales de dibujo"
"A0954103"|"A09"|"A095"|"A0954"|"A09541"|"Anotador, block, repuesto  para carpeta, resma para impresora"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Papel, útiles de oficina y materiales de dibujo"|"Papel, útiles de oficina y materiales de dibujo"
"A0954104"|"A09"|"A095"|"A0954"|"A09541"|"Bolígrafo, lapicera, roller, lápiz mecánico, porta mina"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Papel, útiles de oficina y materiales de dibujo"|"Papel, útiles de oficina y materiales de dibujo"
"A0954105"|"A09"|"A095"|"A0954"|"A09541"|"Carpetas"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Papel, útiles de oficina y materiales de dibujo"|"Papel, útiles de oficina y materiales de dibujo"
"A0954106"|"A09"|"A095"|"A0954"|"A09541"|"Cartucheras y canoplas"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Papel, útiles de oficina y materiales de dibujo"|"Papel, útiles de oficina y materiales de dibujo"
"A0954107"|"A09"|"A095"|"A0954"|"A09541"|"Compás"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Papel, útiles de oficina y materiales de dibujo"|"Papel, útiles de oficina y materiales de dibujo"
"A0954108"|"A09"|"A095"|"A0954"|"A09541"|"Cuaderno"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Papel, útiles de oficina y materiales de dibujo"|"Papel, útiles de oficina y materiales de dibujo"
"A0954109"|"A09"|"A095"|"A0954"|"A09541"|"Fotocopias"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Papel, útiles de oficina y materiales de dibujo"|"Papel, útiles de oficina y materiales de dibujo"
"A0954110"|"A09"|"A095"|"A0954"|"A09541"|"Goma de borrar"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Papel, útiles de oficina y materiales de dibujo"|"Papel, útiles de oficina y materiales de dibujo"
"A0954111"|"A09"|"A095"|"A0954"|"A09541"|"Lápiz de color, pastel, cera, temperas"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Papel, útiles de oficina y materiales de dibujo"|"Papel, útiles de oficina y materiales de dibujo"
"A0954112"|"A09"|"A095"|"A0954"|"A09541"|"Lápiz negro"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Papel, útiles de oficina y materiales de dibujo"|"Papel, útiles de oficina y materiales de dibujo"
"A0954113"|"A09"|"A095"|"A0954"|"A09541"|"Marcadores, resaltadores"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Papel, útiles de oficina y materiales de dibujo"|"Papel, útiles de oficina y materiales de dibujo"
"A0954114"|"A09"|"A095"|"A0954"|"A09541"|"Material de dibujo, pintura y cerámica"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Papel, útiles de oficina y materiales de dibujo"|"Papel, útiles de oficina y materiales de dibujo"
"A0954115"|"A09"|"A095"|"A0954"|"A09541"|"Material para dibujo técnico"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Papel, útiles de oficina y materiales de dibujo"|"Papel, útiles de oficina y materiales de dibujo"
"A0954116"|"A09"|"A095"|"A0954"|"A09541"|"Papel para forrar, glacé, cartulina, etiquetas, sobres, mapas escolares"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Papel, útiles de oficina y materiales de dibujo"|"Papel, útiles de oficina y materiales de dibujo"
"A0954117"|"A09"|"A095"|"A0954"|"A09541"|"Regla, escuadra, transportador"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Papel, útiles de oficina y materiales de dibujo"|"Papel, útiles de oficina y materiales de dibujo"
"A0954118"|"A09"|"A095"|"A0954"|"A09541"|"Otros materiales escolares"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Papel, útiles de oficina y materiales de dibujo"|"Papel, útiles de oficina y materiales de dibujo"
"A0954119"|"A09"|"A095"|"A0954"|"A09541"|"Impresiones"|"RECREACIÓN Y CULTURA"|"PERIÓDICOS, LIBROS, PAPELES Y ÚTILES DE OFICINA"|"Papel, útiles de oficina y materiales de dibujo"|"Papel, útiles de oficina y materiales de dibujo"
"A0961101"|"A09"|"A096"|"A0961"|"A09611"|"Paquete turístico para viajar al exterior"|"RECREACIÓN Y CULTURA"|"PAQUETES TURÍSTICOS"|"Paquetes turísticos todo incluido"|"Paquetes turísticos todo incluido"
"A0961102"|"A09"|"A096"|"A0961"|"A09611"|"Paquete turístico para viajar dentro del país"|"RECREACIÓN Y CULTURA"|"PAQUETES TURÍSTICOS"|"Paquetes turísticos todo incluido"|"Paquetes turísticos todo incluido"
"A0961103"|"A09"|"A096"|"A0961"|"A09611"|"Excursiones desde el lugar de vacaciones"|"RECREACIÓN Y CULTURA"|"PAQUETES TURÍSTICOS"|"Paquetes turísticos todo incluido"|"Paquetes turísticos todo incluido"
"A0961104"|"A09"|"A096"|"A0961"|"A09611"|"Excursiones desde el lugar en que reside habitualmente"|"RECREACIÓN Y CULTURA"|"PAQUETES TURÍSTICOS"|"Paquetes turísticos todo incluido"|"Paquetes turísticos todo incluido"
"A1011101"|"A10"|"A101"|"A1011"|"A10111"|"Aranceles de jardín de infantes 3 a 4 años"|"EDUCACIÓN"|"ENSEÑANZA INFANTIL, PREESCOLAR Y ENSEÑANZA PRIMARIA"|"ENSEÑANZA INFANTIL, PREESCOLAR Y ENSEÑANZA PRIMARIA"|"Enseñanza infantil, preescolar y primaria"
"A1011102"|"A10"|"A101"|"A1011"|"A10111"|"Matrícula de jardín de infantes 3 a 4 años"|"EDUCACIÓN"|"ENSEÑANZA INFANTIL, PREESCOLAR Y ENSEÑANZA PRIMARIA"|"ENSEÑANZA INFANTIL, PREESCOLAR Y ENSEÑANZA PRIMARIA"|"Enseñanza infantil, preescolar y primaria"
"A1011103"|"A10"|"A101"|"A1011"|"A10111"|"Aranceles de preescolar"|"EDUCACIÓN"|"ENSEÑANZA INFANTIL, PREESCOLAR Y ENSEÑANZA PRIMARIA"|"ENSEÑANZA INFANTIL, PREESCOLAR Y ENSEÑANZA PRIMARIA"|"Enseñanza infantil, preescolar y primaria"
"A1011104"|"A10"|"A101"|"A1011"|"A10111"|"Matrícula de preescolar"|"EDUCACIÓN"|"ENSEÑANZA INFANTIL, PREESCOLAR Y ENSEÑANZA PRIMARIA"|"ENSEÑANZA INFANTIL, PREESCOLAR Y ENSEÑANZA PRIMARIA"|"Enseñanza infantil, preescolar y primaria"
"A1011105"|"A10"|"A101"|"A1011"|"A10111"|"Aranceles de enseñanza primaria"|"EDUCACIÓN"|"ENSEÑANZA INFANTIL, PREESCOLAR Y ENSEÑANZA PRIMARIA"|"ENSEÑANZA INFANTIL, PREESCOLAR Y ENSEÑANZA PRIMARIA"|"Enseñanza infantil, preescolar y primaria"
"A1011106"|"A10"|"A101"|"A1011"|"A10111"|"Matrícula de enseñanza primaria"|"EDUCACIÓN"|"ENSEÑANZA INFANTIL, PREESCOLAR Y ENSEÑANZA PRIMARIA"|"ENSEÑANZA INFANTIL, PREESCOLAR Y ENSEÑANZA PRIMARIA"|"Enseñanza infantil, preescolar y primaria"
"A1021101"|"A10"|"A102"|"A1021"|"A10211"|"Aranceles de enseñanza secundaria"|"EDUCACIÓN"|"ENSEÑANZA SECUNDARIA"|"ENSEÑANZA SECUNDARIA"|"Enseñanza secundaria"
"A1021102"|"A10"|"A102"|"A1021"|"A10211"|"Matrícula de enseñanza secundaria"|"EDUCACIÓN"|"ENSEÑANZA SECUNDARIA"|"ENSEÑANZA SECUNDARIA"|"Enseñanza secundaria"
"A1031101"|"A10"|"A103"|"A1031"|"A10311"|"Aranceles de enseñanza superior o universitaria"|"EDUCACIÓN"|"ENSEÑANZA SUPERIOR"|"ENSEÑANZA SUPERIOR"|"Enseñanza superior"
"A1031102"|"A10"|"A103"|"A1031"|"A10311"|"Matrícula de enseñanza superior o universitaria"|"EDUCACIÓN"|"ENSEÑANZA SUPERIOR"|"ENSEÑANZA SUPERIOR"|"Enseñanza superior"
"A1041101"|"A10"|"A104"|"A1041"|"A10411"|"Aranceles y matrícula  de enseñanza especial"|"EDUCACIÓN"|"ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL"|"ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL"|"Enseñanza no atribuible a ningún nivel"
"A1041102"|"A10"|"A104"|"A1041"|"A10411"|"Clases o cursos de apoyo"|"EDUCACIÓN"|"ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL"|"ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL"|"Enseñanza no atribuible a ningún nivel"
"A1041103"|"A10"|"A104"|"A1041"|"A10411"|"Cursos de computación"|"EDUCACIÓN"|"ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL"|"ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL"|"Enseñanza no atribuible a ningún nivel"
"A1041104"|"A10"|"A104"|"A1041"|"A10411"|"Enseñanza técnica y comercial (curso de impuestos, secretariado, electricista, electromecánico, etc.)"|"EDUCACIÓN"|"ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL"|"ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL"|"Enseñanza no atribuible a ningún nivel"
"A1041105"|"A10"|"A104"|"A1041"|"A10411"|"Idioma extranjero"|"EDUCACIÓN"|"ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL"|"ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL"|"Enseñanza no atribuible a ningún nivel"
"A1041106"|"A10"|"A104"|"A1041"|"A10411"|"Otros cursos de educación no formal (cocina, repostería, corte y confección, peluquería, artesanías, etc.)"|"EDUCACIÓN"|"ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL"|"ENSEÑANZA NO ATRIBUIBLE A NINGÚN NIVEL"|"Enseñanza no atribuible a ningún nivel"
"A1111101"|"A11"|"A111"|"A1111"|"A11111"|"Almuerzo en restaurantes, bar"|"RESTAURANTES Y HOTELES"|"RESTAURANTES Y COMIDAS FUERA DEL HOGAR"|"Restaurantes, bares y casas de comidas"|"Alimentos y bebidas consumidas fuera del Hogar"
"A1111102"|"A11"|"A111"|"A1111"|"A11111"|"Cena en restaurantes, bar"|"RESTAURANTES Y HOTELES"|"RESTAURANTES Y COMIDAS FUERA DEL HOGAR"|"Restaurantes, bares y casas de comidas"|"Alimentos y bebidas consumidas fuera del Hogar"
"A1111103"|"A11"|"A111"|"A1111"|"A11111"|"Desayuno en restaurantes, bar"|"RESTAURANTES Y HOTELES"|"RESTAURANTES Y COMIDAS FUERA DEL HOGAR"|"Restaurantes, bares y casas de comidas"|"Alimentos y bebidas consumidas fuera del Hogar"
"A1111104"|"A11"|"A111"|"A1111"|"A11111"|"Merienda en restaurantes, bar"|"RESTAURANTES Y HOTELES"|"RESTAURANTES Y COMIDAS FUERA DEL HOGAR"|"Restaurantes, bares y casas de comidas"|"Alimentos y bebidas consumidas fuera del Hogar"
"A1111105"|"A11"|"A111"|"A1111"|"A11111"|"Menú completo (Ejecutivo) en restaurantes, bar"|"RESTAURANTES Y HOTELES"|"RESTAURANTES Y COMIDAS FUERA DEL HOGAR"|"Restaurantes, bares y casas de comidas"|"Alimentos y bebidas consumidas fuera del Hogar"
"A1111106"|"A11"|"A111"|"A1111"|"A11111"|"Comidas rápidas en restaurantes, bar"|"RESTAURANTES Y HOTELES"|"RESTAURANTES Y COMIDAS FUERA DEL HOGAR"|"Restaurantes, bares y casas de comidas"|"Alimentos y bebidas consumidas fuera del Hogar"
"A1111107"|"A11"|"A111"|"A1111"|"A11111"|"Sandwiches (lomitos, hamburguesas, panchos, etc.) y bebidas en restaurantes, bar"|"RESTAURANTES Y HOTELES"|"RESTAURANTES Y COMIDAS FUERA DEL HOGAR"|"Restaurantes, bares y casas de comidas"|"Alimentos y bebidas consumidas fuera del Hogar"
"A1111108"|"A11"|"A111"|"A1111"|"A11111"|"Pizza y bebidas en restaurantes, bar"|"RESTAURANTES Y HOTELES"|"RESTAURANTES Y COMIDAS FUERA DEL HOGAR"|"Restaurantes, bares y casas de comidas"|"Alimentos y bebidas consumidas fuera del Hogar"
"A1111109"|"A11"|"A111"|"A1111"|"A11111"|"Postres en restaurantes, bar en restaurantes, bar"|"RESTAURANTES Y HOTELES"|"RESTAURANTES Y COMIDAS FUERA DEL HOGAR"|"Restaurantes, bares y casas de comidas"|"Alimentos y bebidas consumidas fuera del Hogar"
"A1111110"|"A11"|"A111"|"A1111"|"A11111"|"Café, té, mate cocido solo en restaurantes, bar"|"RESTAURANTES Y HOTELES"|"RESTAURANTES Y COMIDAS FUERA DEL HOGAR"|"Restaurantes, bares y casas de comidas"|"Alimentos y bebidas consumidas fuera del Hogar"
"A1111111"|"A11"|"A111"|"A1111"|"A11111"|"Café, té, mate cocido con facturas o tostadas en restaurantes, bar"|"RESTAURANTES Y HOTELES"|"RESTAURANTES Y COMIDAS FUERA DEL HOGAR"|"Restaurantes, bares y casas de comidas"|"Alimentos y bebidas consumidas fuera del Hogar"
"A1111112"|"A11"|"A111"|"A1111"|"A11111"|"Agua mineral, soda en restaurantes, bar"|"RESTAURANTES Y HOTELES"|"RESTAURANTES Y COMIDAS FUERA DEL HOGAR"|"Restaurantes, bares y casas de comidas"|"Alimentos y bebidas consumidas fuera del Hogar"
"A1111113"|"A11"|"A111"|"A1111"|"A11111"|"Gaseosas en restaurantes, bar"|"RESTAURANTES Y HOTELES"|"RESTAURANTES Y COMIDAS FUERA DEL HOGAR"|"Restaurantes, bares y casas de comidas"|"Alimentos y bebidas consumidas fuera del Hogar"
